"Region Code","Region","Commodity description","Estimate","Number of agricultural businesses","Type","Category","Process"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
402,"Alinytjara Wilurara","Water source - Total volume of water from all sources (ML) (b)","73","1","Water source","",""
402,"Alinytjara Wilurara","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","73","1","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
403,"Eyre Peninsula","Water source - Total volume of water from all sources (ML) (b)","8237.73","523.52","Water source","",""
403,"Eyre Peninsula","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","48.42","4.03","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
403,"Eyre Peninsula","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","616.17","168.78","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
403,"Eyre Peninsula","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","101.1","7.98","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
403,"Eyre Peninsula","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","34","1","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
403,"Eyre Peninsula","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","67.1","7.98","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
403,"Eyre Peninsula","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","4945.85","116.53","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
403,"Eyre Peninsula","Water source - Town or reticulated mains supply - Total volume used (ML)","2526.19","366.8","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
404,"Kangaroo Island","Water source - Total volume of water from all sources (ML) (b)","3867.74","106.5","Water source","",""
404,"Kangaroo Island","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","3356.68","83.18","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
404,"Kangaroo Island","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","142.75","5.95","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
404,"Kangaroo Island","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","142.75","5.95","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
404,"Kangaroo Island","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","243.51","18.78","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
404,"Kangaroo Island","Water source - Town or reticulated mains supply - Total volume used (ML)","124.8","18.47","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
405,"Northern and Yorke","Water source - Total volume of water from all sources (ML) (b)","11328.69","1036.83","Water source","",""
405,"Northern and Yorke","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","347.47","12.01","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
405,"Northern and Yorke","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","2448.79","281.25","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
405,"Northern and Yorke","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","27.09","11.98","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
405,"Northern and Yorke","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","26.46","8.82","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
405,"Northern and Yorke","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","0.63","3.16","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
405,"Northern and Yorke","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","3044.09","468.79","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
405,"Northern and Yorke","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","4.7","15.68","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
405,"Northern and Yorke","Water source - Town or reticulated mains supply - Total volume used (ML)","5456.56","628.13","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
406,"South Australian Arid Lands","Water source - Total volume of water from all sources (ML) (b)","4458.99","91.98","Water source","",""
406,"South Australian Arid Lands","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","1105.45","50.71","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
406,"South Australian Arid Lands","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","110","2","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
406,"South Australian Arid Lands","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","110","2","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
406,"South Australian Arid Lands","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","2777.43","69.93","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
406,"South Australian Arid Lands","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","281.6","2","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
406,"South Australian Arid Lands","Water source - Town or reticulated mains supply - Total volume used (ML)","184.51","17.05","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
407,"South Australian Murray Darling Basin","Water source - Total volume of water from all sources (ML) (b)","408913.68","1597.35","Water source","",""
407,"South Australian Murray Darling Basin","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","150018.43","708.54","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
407,"South Australian Murray Darling Basin","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","1544.58","115.7","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
407,"South Australian Murray Darling Basin","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","209428.41","401.02","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
407,"South Australian Murray Darling Basin","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","172757.02","293.07","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
407,"South Australian Murray Darling Basin","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","36671.38","107.95","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
407,"South Australian Murray Darling Basin","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","46165.12","408.14","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
407,"South Australian Murray Darling Basin","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","503.23","6.36","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
407,"South Australian Murray Darling Basin","Water source - Town or reticulated mains supply - Total volume used (ML)","1253.91","183.34","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
408,"South East","Water source - Total volume of water from all sources (ML) (b)","289061.37","1446.66","Water source","",""
408,"South East","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","5167.91","64.86","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
408,"South East","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","1483.9","154.88","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
408,"South East","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","1749.47","18.95","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
408,"South East","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","965.08","10.86","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
408,"South East","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","784.39","8.09","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
408,"South East","Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)","279531.64","1199.66","Water source","Groundwater (e.g. bores, springs, wells) ","Total volume used (ML)"
408,"South East","Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)","41","2","Water source","Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ","Total volume used (ML)"
408,"South East","Water source - Town or reticulated mains supply - Total volume used (ML)","1087.44","162.94","Water source","Town or reticulated mains supply ","Total volume used (ML)"
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
NA,NA,NA,NA,NA,"Water source",NA,NA
5,"Western Australia","Water source - Total volume of water from all sources (ML) (b)","357614.25","5619.2","Water source","",""
5,"Western Australia","Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML)","106066.01","270.77","Water source"," Water taken from irrigation channels or irrigation pipelines ","Total volume used (ML)"
5,"Western Australia","Water source - Water taken from on-farm dams or tanks - Total volume used (ML)","69750.72","3018.95","Water source","Water taken from on farm dams or tanks","Total volume used (ML)"
5,"Western Australia","Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)","23960.72","411.88","Water source","Water taken from rivers, creeks, lakes, etc. ","Total volume used (ML)"
5,"Western Australia","Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)","15665.65","178.74","Water source","Water taken from rivers, creeks, lakes, etc. ","Where a volumetric/usage charge occurs - Total volume used (ML)"
5,"Western Australia","Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)","8295.07","233.13","Water source","Water taken from rivers, creeks, lakes, etc. ","Where there is no volumetric/usage charge - Total volume used (ML)"
