Region code,Region label,Commodity description,Estimate,Number of agricultural businesses,Type,Category,Process
306,Fitzroy Basin,"Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)",np,6.73,Water use ,"Nurseries, cut flowers and cultivated turf ",Area watered (ha)
306,Fitzroy Basin,"Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)",np,6.73,Water use ,"Nurseries, cut flowers and cultivated turf ",Volume applied (ML)
306,Fitzroy Basin,"Water use - Nurseries, cut flowers and cultivated turf - Application rate (ML/ha)",np,..,Water use ,"Nurseries, cut flowers and cultivated turf ",Application rate (ML/ha)
306,Fitzroy Basin,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",176804.96,359.68,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
306,Fitzroy Basin,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)",7819.88,38.44,Water use ,"Cereals for grain or seed, excluding rice ",Area watered (ha)
306,Fitzroy Basin,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)",21147.88,38.44,Water use ,"Cereals for grain or seed, excluding rice ",Volume applied (ML)
306,Fitzroy Basin,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",2.7,..,Water use ,"Cereals for grain or seed, excluding rice ",Application rate (ML/ha)
306,Fitzroy Basin,Water use - Cotton - Total area grown (ha) (c),9790.74,39.22,Water use ,Cotton , Total area grown (ha) (c)
306,Fitzroy Basin,Water use - Cotton - Area watered (ha),9790.74,39.22,Water use ,Cotton ,Area watered (ha)
306,Fitzroy Basin,Water use - Cotton - Volume applied (ML),70966.06,39.22,Water use ,Cotton ,Volume applied (ML)
306,Fitzroy Basin,Water use - Cotton - Application rate (ML/ha),7.25,..,Water use ,Cotton ,Application rate (ML/ha)
306,Fitzroy Basin,Water use - Sugar cane - Total area grown (ha) (d),910.74,13.27,Water use ,Sugar cane ,Total area grown (ha) (d)
306,Fitzroy Basin,Water use - Sugar cane - Area watered (ha),82.36,8.24,Water use ,Sugar cane ,Area watered (ha)
306,Fitzroy Basin,Water use - Sugar cane - Volume applied (ML),123.55,8.24,Water use ,Sugar cane ,Volume applied (ML)
306,Fitzroy Basin,Water use - Sugar cane - Application rate (ML/ha),1.5,..,Water use ,Sugar cane ,Application rate (ML/ha)
306,Fitzroy Basin,Water use - Other crops n.e.c. - Total area grown (ha) (e),78108.14,180.18,Water use ,Other crops n.e.c.,Total area grown (ha) (e)
306,Fitzroy Basin,Water use - Other crops n.e.c. - Area watered (ha),5366.1,20.48,Water use ,Other crops n.e.c.,Area watered (ha)
306,Fitzroy Basin,Water use - Other crops n.e.c. - Volume applied (ML),16898.15,20.48,Water use ,Other crops n.e.c.,Volume applied (ML)
306,Fitzroy Basin,Water use - Other crops n.e.c. - Application rate (ML/ha),3.15,..,Water use ,Other crops n.e.c.,Application rate (ML/ha)
307,North Queensland Dry Tropics,Area of holding - Total area (ha) (a),11624324.44,1345.37,Area of holding ,,
307,North Queensland Dry Tropics,Number of agricultural businesses (no.),1345.37,1345.37,,,
307,North Queensland Dry Tropics,Number of agricultural businesses irrigating (no.),667.55,667.55,,,
307,North Queensland Dry Tropics,Water source - Total volume of water from all sources (ML) (b),693041.48,1050.91,Water source ,,
307,North Queensland Dry Tropics,Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML),347559.53,319.62,Water source , Water taken from irrigation channels or irrigation pipelines ,Total volume used (ML)
307,North Queensland Dry Tropics,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),31358.3,285.96,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
307,North Queensland Dry Tropics,"Water source - Water taken from rivers, creeks, lakes, etc. - Total volume used (ML)",83532.16,217.6,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Total volume used (ML)
307,North Queensland Dry Tropics,"Water source - Water taken from rivers, creeks, lakes, etc. - Where a volumetric/usage charge occurs - Total volume used (ML)",70299.81,110.23,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where a volumetric/usage charge occurs - Total volume used (ML)
307,North Queensland Dry Tropics,"Water source - Water taken from rivers, creeks, lakes, etc. - Where there is no volumetric/usage charge - Total volume used (ML)",13232.35,114.84,Water source ,"Water taken from rivers, creeks, lakes, etc. ",Where there is no volumetric/usage charge - Total volume used (ML)
307,North Queensland Dry Tropics,"Water source - Groundwater (e.g. bores, springs, wells) - Total volume used (ML)",219406.76,712.25,Water source ,"Groundwater (e.g. bores, springs, wells) ",Total volume used (ML)
307,North Queensland Dry Tropics,"Water source - Recycled/re-used water from off-farm sources (e.g. re-use schemes, mines) - Total volume used (ML)",11153.14,59.76,Water source ,"Recycled/reused water from off-farm sources (e.g. re-use schemes, mines) ",Total volume used (ML)
307,North Queensland Dry Tropics,Water source - Town or reticulated mains supply - Total volume used (ML),31.59,7.76,Water source ,Town or reticulated mains supply ,Total volume used (ML)
307,North Queensland Dry Tropics,Water use - Total area watered (ha),94403.73,667.55,Water use ,,
307,North Queensland Dry Tropics,Water use - Total volume applied (ML),667553.86,667.55,Water use ,,
307,North Queensland Dry Tropics,Water use - Total application rate (ML/ha),7.07,..,Water use ,,
307,North Queensland Dry Tropics,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha),10462146.74,699.5,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Total area grown (ha)
307,North Queensland Dry Tropics,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha),3094.61,33.24,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Area watered (ha)
307,North Queensland Dry Tropics,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML),5013.5,33.24,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Volume applied (ML)
307,North Queensland Dry Tropics,Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Application rate (ML/ha),1.62,..,Water use ,Pastures (including lucerne) and cereal crops used for grazing or fed off ,Application rate (ML/ha)
307,North Queensland Dry Tropics,"Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)",997.8,35.42,Water use ," Pastures (including lucerne), cereal and other crops cut for hay and silage ",Total area grown (ha)
307,North Queensland Dry Tropics,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha),np,19.35,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Area watered (ha)
307,North Queensland Dry Tropics,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML),np,19.35,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Volume applied (ML)
307,North Queensland Dry Tropics,Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Application rate (ML/ha),np,..,Water use ,Pastures (including lucerne) and cereal crops cut for hay and silage ,Application rate (ML/ha)
307,North Queensland Dry Tropics,Water use - Vegetables - Total area grown (ha),10282.77,106.93,Water use ,Vegetables ,Total area grown (ha)
307,North Queensland Dry Tropics,Water use - Vegetables - Area watered (ha),9137.55,74.56,Water use ,Vegetables ,Area watered (ha)
307,North Queensland Dry Tropics,Water use - Vegetables - Volume applied (ML),32807.62,74.56,Water use ,Vegetables ,Volume applied (ML)
307,North Queensland Dry Tropics,Water use - Vegetables - Application rate (ML/ha),3.59,..,Water use ,Vegetables ,Application rate (ML/ha)
307,North Queensland Dry Tropics,"Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)",2271.58,96.16,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Total area grown (ha)
307,North Queensland Dry Tropics,"Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)",2009.01,67.67,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Area watered (ha)
307,North Queensland Dry Tropics,"Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)",6558.03,67.67,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Volume applied (ML)
307,North Queensland Dry Tropics,"Water use - Fruit trees, nut trees, plantation or berry fruits - Application rate (ML/ha)",3.26,..,Water use ,"Fruit trees, nut trees, plantation or berry fruits ",Application rate (ML/ha)
307,North Queensland Dry Tropics,"Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)",66.43,13.85,Water use ,"Nurseries, cut flowers and cultivated turf ",Total area grown (ha)
307,North Queensland Dry Tropics,"Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)",np,7.85,Water use ,"Nurseries, cut flowers and cultivated turf ",Area watered (ha)
307,North Queensland Dry Tropics,"Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)",np,7.85,Water use ,"Nurseries, cut flowers and cultivated turf ",Volume applied (ML)
307,North Queensland Dry Tropics,"Water use - Nurseries, cut flowers and cultivated turf - Application rate (ML/ha)",np,..,Water use ,"Nurseries, cut flowers and cultivated turf ",Application rate (ML/ha)
307,North Queensland Dry Tropics,Water use - Rice - Total area grown (ha),637,5.05,Water use ,Rice ,Total area grown (ha)
307,North Queensland Dry Tropics,Water use - Rice - Area watered (ha),637,5.05,Water use ,Rice ,Area watered (ha)
307,North Queensland Dry Tropics,Water use - Rice - Volume applied (ML),5181,5.05,Water use ,Rice ,Volume applied (ML)
307,North Queensland Dry Tropics,Water use - Rice - Application rate (ML/ha),8.13,..,Water use ,Rice ,Application rate (ML/ha)
307,North Queensland Dry Tropics,"Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)",61760.33,65.51,Water use ,"Cereals for grain or seed, excluding rice ",Total area grown (ha)
307,North Queensland Dry Tropics,"Water use - Cereals for grain or seed, excluding rice - Area watered (ha)",1442.43,16.04,Water use ,"Cereals for grain or seed, excluding rice ",Area watered (ha)
307,North Queensland Dry Tropics,"Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)",10290.76,16.04,Water use ,"Cereals for grain or seed, excluding rice ",Volume applied (ML)
307,North Queensland Dry Tropics,"Water use - Cereals for grain or seed, excluding rice - Application rate (ML/ha)",7.13,..,Water use ,"Cereals for grain or seed, excluding rice ",Application rate (ML/ha)
307,North Queensland Dry Tropics,Water use - Cotton - Total area grown (ha) (c),53,1,Water use ,Cotton , Total area grown (ha) (c)
307,North Queensland Dry Tropics,Water use - Cotton - Area watered (ha),53,1,Water use ,Cotton ,Area watered (ha)
307,North Queensland Dry Tropics,Water use - Cotton - Volume applied (ML),265,1,Water use ,Cotton ,Volume applied (ML)
307,North Queensland Dry Tropics,Water use - Cotton - Application rate (ML/ha),5,..,Water use ,Cotton ,Application rate (ML/ha)
307,North Queensland Dry Tropics,Water use - Sugar cane - Total area grown (ha) (d),81976.24,549.24,Water use ,Sugar cane ,Total area grown (ha) (d)
307,North Queensland Dry Tropics,Water use - Sugar cane - Area watered (ha),75539.68,509.24,Water use ,Sugar cane ,Area watered (ha)
307,North Queensland Dry Tropics,Water use - Sugar cane - Volume applied (ML),595061.84,509.24,Water use ,Sugar cane ,Volume applied (ML)
307,North Queensland Dry Tropics,Water use - Sugar cane - Application rate (ML/ha),7.88,..,Water use ,Sugar cane ,Application rate (ML/ha)
307,North Queensland Dry Tropics,Water use - Other crops n.e.c. - Total area grown (ha) (e),41112.32,85.9,Water use ,Other crops n.e.c.,Total area grown (ha) (e)
307,North Queensland Dry Tropics,Water use - Other crops n.e.c. - Area watered (ha),1701.5,24.58,Water use ,Other crops n.e.c.,Area watered (ha)
307,North Queensland Dry Tropics,Water use - Other crops n.e.c. - Volume applied (ML),7500.79,24.58,Water use ,Other crops n.e.c.,Volume applied (ML)
307,North Queensland Dry Tropics,Water use - Other crops n.e.c. - Application rate (ML/ha),4.41,..,Water use ,Other crops n.e.c.,Application rate (ML/ha)
308,Northern Gulf,Area of holding - Total area (ha) (a),13030451.19,336.25,Area of holding ,,
308,Northern Gulf,Number of agricultural businesses (no.),336.25,336.25,,,
308,Northern Gulf,Number of agricultural businesses irrigating (no.),165.67,165.67,,,
308,Northern Gulf,Water source - Total volume of water from all sources (ML) (b),61894.18,277.78,Water source ,,
308,Northern Gulf,Water source - Water taken from irrigation channels or irrigation pipelines - Total volume used (ML),40990.88,123.44,Water source , Water taken from irrigation channels or irrigation pipelines ,Total volume used (ML)
308,Northern Gulf,Water source - Water taken from on-farm dams or tanks - Total volume used (ML),5341.87,80.41,Water source ,Water taken from on farm dams or tanks,Total volume used (ML)
