"Region Code","Region","Commodity description","Estimate","Number of agricultural businesses","Type","Category","Process"
405,"Northern and Yorke","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","1706.81","3.41","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
405,"Northern and Yorke","Water use - Other crops n.e.c. - Total area grown (ha) (e)","332412.77","1142.15","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
406,"South Australian Arid Lands","Water use - Total area watered (ha)","4.05","1.01","Water use","",""
406,"South Australian Arid Lands","Water use - Total volume applied (ML)","12.15","1.01","Water use","",""
406,"South Australian Arid Lands","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","31788173.2","119.24","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
406,"South Australian Arid Lands","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","np","7.26","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
406,"South Australian Arid Lands","Water use - Vegetables - Total area grown (ha)","np","1.87","Water use","Vegetables ","Total area grown (ha)"
406,"South Australian Arid Lands","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","4.05","1.01","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
406,"South Australian Arid Lands","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","4.05","1.01","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
406,"South Australian Arid Lands","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","12.15","1.01","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
406,"South Australian Arid Lands","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","13994.61","6.74","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
406,"South Australian Arid Lands","Water use - Other crops n.e.c. - Total area grown (ha) (e)","1698.77","2.25","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
407,"South Australian Murray Darling Basin","Water use - Total area watered (ha)","65182.6","1110.74","Water use","",""
407,"South Australian Murray Darling Basin","Water use - Total volume applied (ML)","389489.8","1110.74","Water use","",""
407,"South Australian Murray Darling Basin","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","2086074.56","1177.83","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
407,"South Australian Murray Darling Basin","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","9643.69","120.49","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
407,"South Australian Murray Darling Basin","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","38351.16","120.49","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
407,"South Australian Murray Darling Basin","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","71181.86","688.02","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
407,"South Australian Murray Darling Basin","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","1276.45","52.05","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
407,"South Australian Murray Darling Basin","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","7148.99","52.05","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
407,"South Australian Murray Darling Basin","Water use - Vegetables - Total area grown (ha)","6385.54","66.3","Water use","Vegetables ","Total area grown (ha)"
407,"South Australian Murray Darling Basin","Water use - Vegetables - Area watered (ha)","6185.42","64.14","Water use","Vegetables ","Area watered (ha)"
407,"South Australian Murray Darling Basin","Water use - Vegetables - Volume applied (ML)","28370.44","64.14","Water use","Vegetables ","Volume applied (ML)"
407,"South Australian Murray Darling Basin","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","19479.61","454.12","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
407,"South Australian Murray Darling Basin","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","18666.77","404.6","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
407,"South Australian Murray Darling Basin","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","162106.28","404.6","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
407,"South Australian Murray Darling Basin","Water use - Grapevines - Total area grown (ha)","28817.12","749.93","Water use","Grapevines ","Total area grown (ha)"
407,"South Australian Murray Darling Basin","Water use - Grapevines - Area watered (ha)","27871.43","723.38","Water use","Grapevines ","Area watered (ha)"
407,"South Australian Murray Darling Basin","Water use - Grapevines - Volume applied (ML)","151009.94","723.38","Water use","Grapevines ","Volume applied (ML)"
407,"South Australian Murray Darling Basin","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","442.5","36.11","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
407,"South Australian Murray Darling Basin","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","430.27","20.68","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
407,"South Australian Murray Darling Basin","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","2438.61","20.68","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
407,"South Australian Murray Darling Basin","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","585015.8","772.08","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
407,"South Australian Murray Darling Basin","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","1107.55","5.54","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
407,"South Australian Murray Darling Basin","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","55.38","5.54","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
407,"South Australian Murray Darling Basin","Water use - Other crops n.e.c. - Total area grown (ha) (e)","55558.63","274.68","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
407,"South Australian Murray Darling Basin","Water use - Other crops n.e.c. - Area watered (ha)","1","1","Water use","Other crops n.e.c.","Area watered (ha)"
407,"South Australian Murray Darling Basin","Water use - Other crops n.e.c. - Volume applied (ML)","9","1","Water use","Other crops n.e.c.","Volume applied (ML)"
408,"South East","Water use - Total area watered (ha)","62079.9","693.79","Water use","",""
408,"South East","Water use - Total volume applied (ML)","253696.64","693.79","Water use","",""
408,"South East","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Total area grown (ha)","1390287.85","1871.02","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Total area grown (ha)"
408,"South East","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Area watered (ha)","22194.81","348.55","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Area watered (ha)"
408,"South East","Water use - Pastures (including lucerne) and cereal crops used for grazing or fed off - Volume applied (ML)","108440.53","348.55","Water use","Pastures (including lucerne) and cereal crops used for grazing or fed off ","Volume applied (ML)"
408,"South East","Water use - Pastures (including lucerne), cereal and other crops cut for hay and silage - Total area grown (ha)","86287.45","1130.45","Water use"," Pastures (including lucerne), cereal and other crops cut for hay and silage ","Total area grown (ha)"
408,"South East","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Area watered (ha)","14471.17","294.18","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Area watered (ha)"
408,"South East","Water use - Pastures (including lucerne) and cereal crops cut for hay and silage - Volume applied (ML)","73550.94","294.18","Water use","Pastures (including lucerne) and cereal crops cut for hay and silage ","Volume applied (ML)"
408,"South East","Water use - Vegetables - Total area grown (ha)","3362.34","27.1","Water use","Vegetables ","Total area grown (ha)"
408,"South East","Water use - Vegetables - Area watered (ha)","3104.74","25.1","Water use","Vegetables ","Area watered (ha)"
408,"South East","Water use - Vegetables - Volume applied (ML)","13816.71","25.1","Water use","Vegetables ","Volume applied (ML)"
408,"South East","Water use - Fruit trees, nut trees, plantation or berry fruits - Total area grown (ha)","592.09","7.62","Water use","Fruit trees, nut trees, plantation or berry fruits ","Total area grown (ha)"
408,"South East","Water use - Fruit trees, nut trees, plantation or berry fruits - Area watered (ha)","592.09","7.62","Water use","Fruit trees, nut trees, plantation or berry fruits ","Area watered (ha)"
408,"South East","Water use - Fruit trees, nut trees, plantation or berry fruits - Volume applied (ML)","1841.83","7.62","Water use","Fruit trees, nut trees, plantation or berry fruits ","Volume applied (ML)"
408,"South East","Water use - Grapevines - Total area grown (ha)","14258.59","194.56","Water use","Grapevines ","Total area grown (ha)"
408,"South East","Water use - Grapevines - Area watered (ha)","13479.12","188.78","Water use","Grapevines ","Area watered (ha)"
408,"South East","Water use - Grapevines - Volume applied (ML)","25204.5","188.78","Water use","Grapevines ","Volume applied (ML)"
408,"South East","Water use - Nurseries, cut flowers and cultivated turf - Total area grown (ha)","218.8","12.83","Water use","Nurseries, cut flowers and cultivated turf ","Total area grown (ha)"
408,"South East","Water use - Nurseries, cut flowers and cultivated turf - Area watered (ha)","107.09","9.51","Water use","Nurseries, cut flowers and cultivated turf ","Area watered (ha)"
408,"South East","Water use - Nurseries, cut flowers and cultivated turf - Volume applied (ML)","333.48","9.51","Water use","Nurseries, cut flowers and cultivated turf ","Volume applied (ML)"
408,"South East","Water use - Cereals for grain or seed, excluding rice - Total area grown (ha)","103216.73","548.15","Water use","Cereals for grain or seed, excluding rice ","Total area grown (ha)"
408,"South East","Water use - Cereals for grain or seed, excluding rice - Area watered (ha)","2903.65","40.25","Water use","Cereals for grain or seed, excluding rice ","Area watered (ha)"
408,"South East","Water use - Cereals for grain or seed, excluding rice - Volume applied (ML)","8462.02","40.25","Water use","Cereals for grain or seed, excluding rice ","Volume applied (ML)"
408,"South East","Water use - Other crops n.e.c. - Total area grown (ha) (e)","72178.29","396.86","Water use","Other crops n.e.c.","Total area grown (ha) (e)"
